job title,hiring organization,date posted,valid through,sector,job location,experience required,education requirement,type of contract,available posts
Commercial Senior - ADV Manager (H/F) maîtrise CRM hubspot,Hebbache Promotion Immobilière ,2024-12-01 09:32:09.183,2025-01-30 23:59:59.000,Services,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']",['Bac + 4'],CDD Ou Mission,4
Preseller,SFCPA (Jumbo) ,2024-12-01 09:26:12.693,2025-01-30 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 3', 'Bac + 2']",CDI,1
Office Manager - Assistante DG,Hebbache Promotion Immobilière ,2024-12-01 09:24:58.083,2025-01-30 23:59:59.000,Services,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']",['Bac + 4'],CDD Ou Mission,1
Ingénieur Support IT,Entreprise anonyme,2024-12-01 09:20:41.510,2025-01-30 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,2
Administrateur soutien IT,Entreprise anonyme,2024-12-01 09:20:23.835,2025-01-30 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans']","['Bac + 3', 'Bac + 2']",CDD Ou Mission,2
Ingénieur d’affaires,Entreprise anonyme,2024-12-01 09:19:56.001,2025-01-30 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,2
Directeur DGA-DAF - BONNE MAITRISE DE ERP,Hebbache Promotion Immobilière ,2024-12-01 09:16:24.690,2025-01-30 23:59:59.000,Services,['Alger'],['Plus de 10 Ans'],['Bac + 4'],CDD Ou Mission,1
IT- Chef de Projet ERP - SAP,Hebbache Promotion Immobilière ,2024-12-01 09:16:06.737,2025-01-30 23:59:59.000,Services,['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Architecte-Designer,Littoral immobilière,2024-12-01 09:13:24.274,2025-01-30 09:13:24.205,"BTP, Construction, Immobilier","['Alger', 'Oran']",['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
CHEF DE SERVICE SERVICES METRE ET MARCHES  - PROFIL Metreur Vérificateur,Hebbache Promotion Immobilière ,2024-12-01 09:12:28.164,2025-01-30 23:59:59.000,Services,['Alger'],['Plus de 10 Ans'],['Bac + 4'],CDD Ou Mission,1
IBDA Graduate Program (Ingénieur en Génie mécanique ou électrotechnique),Equatorial Coca-Cola Bottling Company (ECCBC Algérie),2024-12-01 09:03:45.135,2025-01-30 23:59:59.000,Industries,['Alger'],['Sans Expérience'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,1
Monteur Vidéo,Créatif Digital Marketing,2024-12-01 08:57:31.287,2025-01-30 08:57:31.237,"Informatique, Télécom, Internet","['Blida', 'Tizi Ouzou', 'Constantine', 'Annaba', 'Oran', 'Alger']",['3 À 5 Ans'],['Niveau Secondaire'],CDI,1
Développeur Frontend Senior Angular,eTalent. Solutions,2024-12-01 08:45:27.949,2025-01-30 08:45:27.906,Services,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Commercial expérimenté,Domicile Déco,2024-12-01 08:43:33.000,2025-01-24 23:59:59.000,"Distribution, Commerce",['Oran'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Secritaire De Direction,SARL German Technology Consult,2024-12-01 08:43:14.390,2025-01-23 14:41:37.128,Services,"['Alger', 'Oran']","['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDI,1
Developpeur Wordpress Senior,SARL PrixAlgerie,2024-12-01 08:41:30.235,2025-01-30 08:41:30.184,"Informatique, Télécom, Internet",['Alger'],"['3 À 5 Ans', '6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Cadre financier  Sénior,BOMARE COMPANY (Stream System),2024-12-01 08:09:25.638,2025-01-30 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 4'],CDI,1
Femme de ménage,Entreprise anonyme,2024-12-01 08:05:06.550,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Niveau Secondaire'],CDI,1
Responsable Transport et Flux,Promasidor Djazair,2024-12-01 07:55:22.071,2025-01-30 23:59:59.000,Industries,['Blida'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Cadre financier  Sénior,BOMARE COMPANY (Stream System),2024-12-01 07:31:37.223,2025-01-27 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 4'],CDI,1
Délégué Médicaux pharmaceutique VMC (مندوب طبي وصيدلاني ),Entreprise anonyme,2024-11-29 22:29:17.000,2025-01-20 23:59:59.000,Industries,['Constantine'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDI,5
Pré-vendeur,Entreprise anonyme,2024-11-28 20:17:12.851,2025-01-26 14:15:08.481,"Distribution, Commerce","['Chlef', 'Relizane', 'Mostaganem', 'Alger', 'Oran', 'Sidi Bel Abbès', 'Aïn Témouchent']","['Sans Expérience', '1 À 2 Ans']","['Bac + 5', 'Niveau Secondaire', 'Bac', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3', 'Niveau Terminal']",CDD Ou Mission,6
Superviseur véhiculé,Entreprise anonyme,2024-11-28 17:00:49.791,2025-01-27 23:59:59.000,Services,"['Sidi Bel Abbès', 'Relizane']",['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,1
Comptable Caisse,Entreprise des EAUX MANSOURAH,2024-11-28 15:32:33.672,2025-01-27 23:59:59.000,Services,['Tlemcen'],"['1 À 2 Ans', '3 À 5 Ans']",None spécifiée,None spécifiée,1
Responsable transport,Entreprise anonyme,2024-11-28 15:27:03.324,2025-01-27 23:59:59.000,Industries,['Boumerdès'],['3 À 5 Ans'],['Bac + 3'],CDI,1
Assistant(e) Commercial(e) Polyvalent(e),Spa BITUMELK,2024-11-28 15:16:47.725,2025-01-27 15:16:47.681,"BTP, Construction, Immobilier","['Alger', 'Oran']",['Sans Expérience'],['Bac + 3'],CDD Ou Mission,1
Télévendeur / Business Developer (H/F),Cheffe Suzanne,2024-11-28 15:08:38.309,2025-01-27 15:08:38.284,"Distribution, Commerce","['Alger', 'Oran']","['Sans Expérience', 'Moins D’un An', '1 À 2 Ans', '3 À 5 Ans']",['Niveau Terminal'],CDD Ou Mission,2
INGÉNIEUR MAINTENANCE,TapidOr,2024-11-28 14:59:16.020,2025-01-27 23:59:59.000,Industries,['Oran'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,10
RESPONSABLE ORDONNANCEMENT,TapidOr,2024-11-28 14:58:49.576,2025-01-27 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
OUVRIER QUALIFIER,Entreprise anonyme,2024-11-28 14:56:25.007,2025-01-27 23:59:59.000,"Distribution, Commerce",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Formation Professionnelle'],CDD Ou Mission,3
Responsable Maintenance,Mateg,2024-11-28 14:52:41.477,2025-01-27 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Responsable Maintenance,Entreprise anonyme,2024-11-28 14:51:39.522,2025-01-24 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Coordinatrice contentieux,GAM Assurances,2024-11-28 14:33:58.000,2025-01-25 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDD Ou Mission,1
Co-Gérant,SARL FUTUR ENVIRONNEMENT,2024-11-28 14:32:43.892,2025-01-27 14:32:43.835,Services,['Alger'],['6 À 10 Ans'],['Bac + 7'],CDD Ou Mission,1
Coordinateur Maintenance,Laboratoire Merinal,2024-11-28 14:03:58.609,2025-01-27 23:59:59.000,Industries,['Boumerdès'],"['Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac + 4']",CDI,2
TECHNICIEN REGLEUR EN PLASTURGIE,SARL Sygma Pharm,2024-11-28 13:54:10.635,2025-01-27 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Ingénieur Sécurité des Systèmes d'Information,AXA Assurance Algérie,2024-11-28 13:52:58.519,2025-01-27 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Directeur de production,Dinamique,2024-11-28 13:51:38.542,2025-01-27 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Responsable des Opérations/Production,VETAM SANTE ET NUTRITION ANIMAL,2024-11-28 13:48:09.774,2025-01-27 23:59:59.000,"Distribution, Commerce",['Sétif'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Agent Commercial Polyvalent (H-F)  Agence Tiaret,Société Générale Algérie,2024-11-28 13:47:07.867,2025-01-27 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Moins D’un An'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Architecte Décorateur,Entreprise anonyme,2024-11-28 13:43:00.000,2025-01-18 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
pharmacien directeur technique de production,SARL ALPHA DIAGNOSTIC,2024-11-28 13:33:49.000,2025-01-20 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 7'],CDI,1
Ingénieur en électricité,Entreprise anonyme,2024-11-28 12:55:26.572,2025-01-27 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,3
Comptable,CEPRO,2024-11-28 11:06:59.134,2025-01-27 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],None spécifiée,CDD Ou Mission,1
Key Account Manager,Icosnet,2024-11-28 10:51:55.000,2025-01-12 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Ingénieur Electricité ( Suivi),CSCEC,2024-11-28 10:43:06.515,2025-01-27 23:59:59.000,"BTP, Construction, Immobilier",['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Tax technician,Cepsa,2024-11-28 10:32:00.106,2025-01-25 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 3', 'Bac + 2']",CDI,1
Analyste Crédit,Arab Leasing Corporation,2024-11-28 10:25:00.083,2025-01-27 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
AGENT DE SECURITE,Entreprise anonyme,2024-11-28 09:57:00.947,2025-01-27 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Niveau Secondaire'],CDD Ou Mission,3
Gestionnaire des ressources humaines,SARL GB Relations ,2024-11-28 09:46:59.731,2025-01-27 23:59:59.000,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 4', 'Bac + 3']",None spécifiée,1
Comptable,Cabinet Bey Lotfi ,2024-11-28 09:35:16.730,2025-01-27 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,6
Gestionnaire Ressources Humaines,Entreprise anonyme,2024-11-28 09:03:59.018,2025-01-27 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 3'],CDI,1
Coordinateur Excellence Opérationnelle,Entreprise anonyme,2024-11-28 08:47:07.547,2025-01-27 23:59:59.000,Industries,['Boumerdès'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Responsable contrôle de gestion,Entreprise anonyme,2024-11-28 08:16:37.203,2025-01-27 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Conseiller commercial,Brandt Algérie,2024-11-28 07:53:25.194,2025-01-27 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Sales Specialist,SARL ANGEL YEAST MANUFACTURING ALGERIA,2024-11-28 07:39:53.161,2025-01-26 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDI | CDD Ou Mission,4
Planing Coordinator,Sarl Draco,2024-11-28 07:37:59.968,2025-01-26 23:59:59.000,"Distribution, Commerce",['Boumerdès'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 4'],CDI | CDD Ou Mission,1
CHEF DE PRODUCTION SPÉCIALISÉ(E) EN TORRÉFACTION DE CAFÉ,Arys Engineering,2024-11-27 22:34:32.422,2025-01-26 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],['Bac + 3'],CDI | CDD Ou Mission,1
CHARGÉ(E) DE LOGISTIQUE,Arys Engineering,2024-11-27 22:29:09.720,2025-01-26 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 3'],CDI | CDD Ou Mission,1
Comptable,Trans Afrika,2024-11-27 15:30:51.000,2025-01-24 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Bac + 3'],CDD Ou Mission,1
Commercial Itinérant,Trans Afrika,2024-11-27 15:30:44.000,2025-01-24 23:59:59.000,"Distribution, Commerce",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 3'],CDD Ou Mission,1
Account Manager PME,Icosnet,2024-11-27 15:12:59.564,2025-01-26 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Assistant(e) RH,SARL DevBox,2024-11-27 14:59:42.078,2025-01-26 14:59:42.023,"Informatique, Télécom, Internet",['Alger'],['Sans Expérience'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Secrétaire,Entreprise anonyme,2024-11-27 14:39:34.150,2025-01-26 23:59:59.000,Services,['Oran'],['Moins D’un An'],['Certification'],CDD Ou Mission,1
Responsable commercial,Digius  Link  Algeria,2024-11-27 14:25:10.535,2025-01-26 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Directeur de Projet en Promotion Immobilière,Entreprise anonyme,2024-11-27 14:07:06.567,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,1
Développeurs Commerciaux Juniors,Vandista,2024-11-27 13:40:23.446,2025-01-26 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Responsable fonction Audit et contrôle interne,Grande Multinationale Leader dans le secteur de l'Automobile,2024-11-27 13:38:42.075,2025-01-26 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Stagiaire en Marketing Digital,Vandista,2024-11-27 13:38:25.881,2025-01-26 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['Sans Expérience'],['Formation Professionnelle'],None spécifiée,1
Stagiaire en Service Après-Vente (SAV),Vandista,2024-11-27 13:35:39.021,2025-01-26 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['Sans Expérience'],['Formation Professionnelle'],None spécifiée,1
CHARGE(E) DE FACTURATION ET DES CAISSES,JAB COMPANY,2024-11-27 13:23:51.116,2025-01-26 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],"['Bac + 4', 'Bac + 3']",CDI,1
Electricien Auto,Entreprise anonyme,2024-11-27 13:21:04.513,2025-01-26 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['6 À 10 Ans'],['Formation Professionnelle'],CDD Ou Mission,10
Électricien Bâtiment,Société des Grands Crus de l'Ouest (SGCO),2024-11-27 12:56:39.170,2025-01-26 23:59:59.000,Industries,['Oran'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac', 'Niveau Secondaire', 'Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,1
Cadre Commercial Export,Entreprise anonyme,2024-11-27 12:55:06.991,2025-01-26 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,2
Ingénieur Électromécanique, ETAC SPA,2024-11-27 12:53:32.461,2025-01-26 23:59:59.000,Services,['Alger'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,2
Chauffeur livreur toutes les catégories,Entreprise anonyme,2024-11-27 12:52:51.132,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Méthodiste Industriel,SAMHA Home appliance,2024-11-27 12:48:24.545,2025-01-26 23:59:59.000,Industries,['Sétif'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Superviseur Traitement des Eaux, Pepsi ,2024-11-27 12:47:09.807,2025-01-26 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Directeur Marketing et commercial, IVPME Est SARL,2024-11-27 12:46:36.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Responsable Contrôle de gestion, IVPME Est SARL,2024-11-27 12:46:35.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Directeur Système management qualité SMQ et HSE QHSE, IVPME Est SARL,2024-11-27 12:46:30.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Directeur contrôle qualité, IVPME Est SARL,2024-11-27 12:46:30.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Responsable gestion des stocks, IVPME Est SARL,2024-11-27 12:46:29.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 2'],CDI,1
Cadres Ressources Humaines, IVPME Est SARL,2024-11-27 12:46:28.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 3'],CDI,1
Cadres Système d'information, IVPME Est SARL,2024-11-27 12:46:28.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,2
"- Responsable utilités , traitements Eaux et rejets", IVPME Est SARL,2024-11-27 12:46:27.000,2025-01-20 23:59:59.000,Services,['Oum El Bouaghi'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Délégue commercial,BIOPHARM LOGISTIC  ,2024-11-27 12:46:19.274,2025-01-26 23:59:59.000,"Distribution, Commerce",['Constantine'],['1 À 2 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
chargé de clientèle particuliers,Arab Bank ,2024-11-27 12:06:08.226,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],['Bac + 4'],CDI,2
Archiviste,Arab Bank ,2024-11-27 12:05:12.561,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,2
CHAUFFEUR DE DIRECTION GENERALE,Entreprise anonyme,2024-11-27 11:51:29.478,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",['Bac + 2'],CDD Ou Mission,1
gestionnaire de site web ,oscar shop,2024-11-27 10:43:10.372,2025-01-26 10:43:10.282,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,1
responsable de développement,GoDyma,2024-11-27 10:41:14.957,2025-01-26 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Analyste Conformité de la Sécurité Informatique et la Cyber Sécurité,Gulf Bank Algérie (AGB),2024-11-27 10:32:07.371,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Tourneurs – fraiseurs- Ajusteurs,Groupe Mecheri,2024-11-27 10:26:16.043,2025-01-26 23:59:59.000,Industries,"Bordj Bou Arreridj, Algérie",['3 À 5 Ans'],"['Formation Professionnelle', 'Bac + 2']",CDI,1
Responsable d’atelier de mécanique,Groupe Mecheri,2024-11-27 10:24:28.466,2025-01-26 23:59:59.000,Industries,"Bordj Bou Arreridj, Algérie",['3 À 5 Ans'],['Bac + 2'],CDI,1
Chef de projet de fabrication mécanique,Groupe Mecheri,2024-11-27 10:22:12.702,2025-01-26 23:59:59.000,Industries,"Bordj Bou Arreridj, Algérie","['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
BIM Manager et BIM Technologue,SARL ELITE PROMOTION IMMOBILIERE,2024-11-27 10:17:57.000,2025-01-13 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Expert IT Polyvalent,SARL ELITE PROMOTION IMMOBILIERE,2024-11-27 10:17:55.000,2025-01-13 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
BIM Coordinateur et Suivi de Chantier,SARL ELITE PROMOTION IMMOBILIERE,2024-11-27 10:17:54.000,2025-01-13 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Magasinier Gros,Eurl Watson distribution,2024-11-27 10:09:58.693,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Niveau Secondaire'],CDD Ou Mission,4
Facturier,Brandt Algérie,2024-11-27 10:04:45.495,2025-01-26 23:59:59.000,Industries,['Sétif'],"['Sans Expérience', 'Moins D’un An']","['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Responsable Gestion de stock pharmaceutique,Entreprise anonyme,2024-11-27 09:57:22.704,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Niveau Terminal'],CDI | CDD Ou Mission,1
Développeur Fullstack,SARL LEANCUBATOR,2024-11-27 09:51:12.000,2025-01-13 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI | CDD Ou Mission,1
TECHNICO-COMMERCIAL,EGEI,2024-11-27 09:50:21.000,2025-01-17 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],['Bac + 3'],None spécifiée,1
Agent de packaging,SARL ABM ,2024-11-27 09:40:03.237,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Niveau Terminal'],CDD Ou Mission,1
Chargé de finance et comptabilité,FMM Industry,2024-11-27 09:00:56.000,2025-01-19 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Chef de projet études-(H/F)-Alger,Société Générale Algérie,2024-11-27 08:49:44.228,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",None spécifiée,CDI,1
Conseiller Clientèle Multimedia- Centre Relation Client Multi-media-(H/F)-Alger,Société Générale Algérie,2024-11-27 08:46:04.555,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['1 À 2 Ans'],None spécifiée,CDI,1
Ingénieur Infrastructure Technique,Arab Leasing Corporation,2024-11-27 08:44:00.242,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Administrateur Applications et Base de données,Arab Leasing Corporation,2024-11-27 08:41:05.334,2025-01-26 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Ingénieur En Génie Civil,SARL Batititteri,2024-11-27 08:25:11.857,2025-01-26 08:25:11.795,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Analyste SOC,Arab Leasing Corporation,2024-11-27 08:18:44.489,2025-01-18 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
CHAUFFEUR NAVETTE,Entreprise anonyme,2024-11-26 17:15:01.548,2025-01-25 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],['Formation Professionnelle'],CDD Ou Mission,3
Convoyeur,GoDyma,2024-11-26 16:28:46.574,2025-01-25 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Niveau Terminal'],CDD Ou Mission,1
